year;country;desc country;commodity group;main commercial species;ers code;english name;volume(kg);weight;value(eur)
2019;HU;Hungary;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;65131;Live weight;570622
2019;BG;Bulgaria;Salmonids;Trout;SVF;Brook trout;3509;Live weight;20382
2019;HU;Hungary;Freshwater fish;Carp;SVC;Silver carp;813130;Live weight;797382
2019;BG;Bulgaria;Freshwater fish;Tilapia;TLN;Nile tilapia;860;Live weight;2885
2019;HU;Hungary;Salmonids;Trout;TRR;Rainbow trout;76375;Live weight;311088
2019;BG;Bulgaria;Salmonids;Trout;TRR;Rainbow trout;3830400;Live weight;16000802
2019;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;15184000;Live weight;14819694
2019;BG;Bulgaria;Salmonids;Trout;TRS;Sea trout;12327;Live weight;51116
2019;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;256000;Live weight;1241088
2019;CY;Cyprus;Freshwater fish;Other freshwater fish;APB;Siberian sturgeon;4000;Live weight;78800
2019;IE;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;7554000;Live weight;32935440
2019;CY;Cyprus;Other marine fish;Seabass, European;BSS;European seabass;2836000;Live weight;17838440
2019;IE;Ireland;Salmonids;Salmon;SAL;Atlantic salmon;11333000;Live weight;106949521
2019;CY;Cyprus;Crustaceans;Shrimp, warmwater;PNI;Indian white prawn;21130;Live weight;230951
2019;IE;Ireland;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;42000;Live weight;42000
2019;CY;Cyprus;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;5168000;Live weight;25219840
2019;IE;Ireland;Salmonids;Trout;TRR;Rainbow trout;608000;Live weight;1675648
2019;CY;Cyprus;Salmonids;Trout;TRR;Rainbow trout;49970;Live weight;384769
2019;LT;Lithuania;Freshwater fish;Carp;BIC;Bighead carp;141700;Live weight;384027
2019;CZ;Czechia;Freshwater fish;Carp;BIC;Bighead carp;430000;Live weight;268134
2019;LT;Lithuania;Freshwater fish;Freshwater catfish;CLZ;North African catfish;311560;Live weight;1192262
2019;CZ;Czechia;Freshwater fish;Eel;ELE;European eel;1000;Live weight;11648
2019;LT;Lithuania;Freshwater fish;Carp;FCC;Crucian carp;51810;Live weight;82047
2019;CZ;Czechia;Freshwater fish;Carp;FCG;Grass carp(=White amur);537000;Live weight;1130425
2019;LT;Lithuania;Freshwater fish;Carp;FCG;Grass carp(=White amur);28910;Live weight;93507
2019;CZ;Czechia;Freshwater fish;Carp;FCP;Common carp;17945000;Live weight;32857303
2019;LT;Lithuania;Freshwater fish;Carp;FCP;Common carp;2741630;Live weight;7565062
2019;CZ;Czechia;Freshwater fish;Other freshwater fish;FPE;European perch;9000;Live weight;21036
2019;LT;Lithuania;Freshwater fish;Pike;FPI;Northern pike;22580;Live weight;82181
2019;CZ;Czechia;Freshwater fish;Pike;FPI;Northern pike;94000;Live weight;574912
2019;CZ;Czechia;Freshwater fish;Pike-perch;FPP;Pike-perch;62000;Live weight;630386
2019;LT;Lithuania;Freshwater fish;Pike-perch;FPP;Pike-perch;338;Live weight;6791
2019;CZ;Czechia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;624000;Live weight;1698598
2019;LT;Lithuania;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;138660;Live weight;895384
2019;CZ;Czechia;Freshwater fish;Other freshwater fish;FTE;Tench;145000;Live weight;434944
2019;LT;Lithuania;Freshwater fish;Other freshwater fish;FTE;Tench;2440;Live weight;16861
2019;CZ;Czechia;Salmonids;Other salmonids;PLN;European whitefish;3000;Live weight;9349
2019;LT;Lithuania;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;159190;Live weight;1020247
2019;CZ;Czechia;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;76000;Live weight;368601
2019;LT;Lithuania;Salmonids;Trout;TRR;Rainbow trout;176720;Live weight;643657
2019;CZ;Czechia;Freshwater fish;Carp;SVC;Silver carp;127000;Live weight;108843
2019;LV;Latvia;Freshwater fish;Carp;FCC;Crucian carp;2700;Live weight;4779
2019;CZ;Czechia;Salmonids;Trout;SVF;Brook trout;287000;Live weight;1116829
2019;LV;Latvia;Freshwater fish;Carp;FCP;Common carp;512500;Live weight;1222313
2019;CZ;Czechia;Salmonids;Trout;TRR;Rainbow trout;649000;Live weight;2005765
2019;LV;Latvia;Freshwater fish;Other freshwater fish;FID;Orfe(=Ide);1700;Live weight;5195
2019;DE;Germany;Salmonids;Other salmonids;ACH;Arctic char;62200;Live weight;468428
2019;LV;Latvia;Freshwater fish;Pike;FPI;Northern pike;1660;Live weight;5079
2019;DE;Germany;Freshwater fish;Carp;BIC;Bighead carp;13700;Live weight;26797
2019;LV;Latvia;Freshwater fish;Pike-perch;FPP;Pike-perch;100;Live weight;504
2019;DE;Germany;Salmonids;Other salmonids;CHR;Chars nei;1586000;Live weight;5915645
2019;LV;Latvia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;10000;Live weight;51620
2019;DE;Germany;Freshwater fish;Freshwater catfish;CLZ;North African catfish;1193000;Live weight;3173308
2019;LV;Latvia;Freshwater fish;Other freshwater fish;FTE;Tench;4700;Live weight;13278
2019;DE;Germany;Freshwater fish;Carp;CWG;Prussian carp;54800;Live weight;104284
2019;LV;Latvia;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;44700;Live weight;319605
2019;DE;Germany;Freshwater fish;Eel;ELE;European eel;1202000;Live weight;15493427
2019;LV;Latvia;Salmonids;Trout;TRR;Rainbow trout;50000;Live weight;230000
2019;DE;Germany;Freshwater fish;Carp;FCC;Crucian carp;8500;Live weight;36805
2019;MT;Malta;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;11969737;Live weight;152070448
2019;DE;Germany;Freshwater fish;Carp;FCG;Grass carp(=White amur);145300;Live weight;583815
2019;MT;Malta;Other marine fish;Seabass, European;BSS;European seabass;62224;Live weight;428586
2019;DE;Germany;Freshwater fish;Carp;FCP;Common carp;4641000;Live weight;11927099
2019;MT;Malta;Other marine fish;Other marine fish;MZZ;Marine fishes nei;8232;Live weight;54410
2019;DE;Germany;Freshwater fish;Pike;FPI;Northern pike;48000;Live weight;343192
2019;MT;Malta;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;1783245;Live weight;9358761
2019;DE;Germany;Freshwater fish;Pike-perch;FPP;Pike-perch;57000;Live weight;800262
2019;NL;Netherlands;Freshwater fish;Freshwater catfish;CLZ;North African catfish;2700000;Live weight;4860000
2019;DE;Germany;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;670000;Live weight;1674962
2019;NL;Netherlands;Freshwater fish;Eel;ELE;European eel;2200000;Live weight;18700000
2019;DE;Germany;Freshwater fish;Other freshwater fish;FTE;Tench;120000;Live weight;505189
2019;NL;Netherlands;Freshwater fish;Pike-perch;FPP;Pike-perch;100000;Live weight;699984
2019;DE;Germany;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;22037000;Live weight;44293361
2019;NL;Netherlands;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;70000;Live weight;559987
2019;DE;Germany;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;80000;Live weight;643144
2019;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;INV;Aquatic invertebrates nei;100000;Live weight;499988
2019;DE;Germany;Freshwater fish;Pangasius;PGS;Striped catfish;1000;Live weight;2700
2019;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;38093500;Live weight;45597920
2019;DE;Germany;Crustaceans;Shrimp, warmwater;PNV;Whiteleg shrimp;36700;Live weight;1909978
2019;NL;Netherlands;Other marine fish;Other marine fish;MZZ;Marine fishes nei;212000;Live weight;2510026
2019;DE;Germany;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;120000;Live weight;649185
2019;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYC;Cupped oysters nei;2323360;Live weight;5141596
2019;DE;Germany;Freshwater fish;Other freshwater fish;SRE;Rudd;23700;Live weight;147580
2019;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;221140;Live weight;1602602
2019;DE;Germany;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;161000;Live weight;1209083
2019;NL;Netherlands;Flatfish;Sole, other;SOX;Soles nei;20000;Live weight;179996
2019;DE;Germany;Salmonids;Trout;SVF;Brook trout;348000;Live weight;2234109
2019;NL;Netherlands;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;150000;Live weight;2699938
2019;DE;Germany;Freshwater fish;Tilapia;TLP;Tilapias nei;9000;Live weight;31499
2019;NL;Netherlands;Salmonids;Trout;TRR;Rainbow trout;50000;Live weight;249995
2019;DE;Germany;Salmonids;Trout;TRR;Rainbow trout;7841000;Live weight;30579204
2019;NL;Netherlands;Flatfish;Turbot;TUR;Turbot;100000;Live weight;749983
2019;DE;Germany;Salmonids;Trout;TRS;Sea trout;618000;Live weight;3355663
2019;PL;Poland;Freshwater fish;Other freshwater fish;ASU;Asp;140;Live weight;447
2019;DK;Denmark;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;90;Live weight;0
2019;PL;Poland;Crustaceans;Freshwater crayfish;AYS;Euro-American crayfishes nei;260;Live weight;7074
2019;DK;Denmark;Salmonids;Other salmonids;ACH;Arctic char;12100;Live weight;56721
2019;PL;Poland;Freshwater fish;Carp;BIC;Bighead carp;668870;Live weight;731499
2019;DK;Denmark;Salmonids;Other salmonids;CHR;Chars nei;185430;Live weight;819559
2019;PL;Poland;Salmonids;Other salmonids;CHR;Chars nei;1872300;Live weight;6395515
2019;DK;Denmark;Freshwater fish;Eel;ELE;European eel;455510;Live weight;3837068
2019;PL;Poland;Freshwater fish;Freshwater catfish;CLZ;North African catfish;196130;Live weight;526652
2019;DK;Denmark;Freshwater fish;Pike-perch;FPP;Pike-perch;266850;Live weight;1965695
2019;PL;Poland;Freshwater fish;Carp;CWG;Prussian carp;211510;Live weight;293326
2019;DK;Denmark;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;6597530;Live weight;5375311
2019;PL;Poland;Freshwater fish;Eel;ELE;European eel;10550;Live weight;227070
2019;DK;Denmark;Salmonids;Salmon;SAL;Atlantic salmon;1462530;Live weight;7835214
2019;PL;Poland;Freshwater fish;Other freshwater fish;FBM;Freshwater bream;2380;Live weight;3646
2019;DK;Denmark;Freshwater fish;Other freshwater fish;SBH;Striped bass, hybrid;45000;Live weight;331483
2019;PL;Poland;Freshwater fish;Other freshwater fish;FBU;Burbot;160;Live weight;447
2019;DK;Denmark;Salmonids;Trout;SVF;Brook trout;30930;Live weight;153067
2019;PL;Poland;Freshwater fish;Carp;FCG;Grass carp(=White amur);594400;Live weight;1298729
2019;DK;Denmark;Salmonids;Trout;TRR;Rainbow trout;30851840;Live weight;100268870
2019;PL;Poland;Freshwater fish;Carp;FCP;Common carp;18376410;Live weight;37756817
2019;DK;Denmark;Salmonids;Trout;TRS;Sea trout;21350;Live weight;102114
2019;PL;Poland;Freshwater fish;Other freshwater fish;FCY;Cyprinids nei;550000;Live weight;1649962
2019;DK;Denmark;Other marine fish;Other marine fish;YTC;Yellowtail amberjack;292270;Live weight;3718724
2019;PL;Poland;Freshwater fish;Other freshwater fish;FID;Orfe(=Ide);17170;Live weight;35865
2019;EE;Estonia;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;931;Live weight;33856
2019;PL;Poland;Freshwater fish;Other freshwater fish;FPE;European perch;4490;Live weight;10554
2019;EE;Estonia;Freshwater fish;Carp;FCP;Common carp;29800;Live weight;95263
2019;PL;Poland;Freshwater fish;Pike;FPI;Northern pike;187500;Live weight;874325
2019;EE;Estonia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;62870;Live weight;3831839
2019;PL;Poland;Freshwater fish;Pike-perch;FPP;Pike-perch;25480;Live weight;200308
2019;EE;Estonia;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;41400;Live weight;248565
2019;PL;Poland;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;2346000;Live weight;8914597
2019;EE;Estonia;Salmonids;Trout;TRR;Rainbow trout;926970;Live weight;3068889
2019;PL;Poland;Freshwater fish;Other freshwater fish;FRO;Roach;6300;Live weight;9949
2019;EL;Greece;Other marine fish;Other marine fish;AMB;Greater amberjack;20600;Live weight;153503
2019;PL;Poland;Freshwater fish;Other freshwater fish;FRX;Roaches nei;210;Live weight;144
2019;EL;Greece;Other marine fish;Seabass, European;BSS;European seabass;41254700;Live weight;200464838
2019;PL;Poland;Freshwater fish;Other freshwater fish;FTE;Tench;154940;Live weight;523845
2019;EL;Greece;Other marine fish;Other marine fish;COB;Shi drum;85600;Live weight;438854
2019;PL;Poland;Salmonids;Other salmonids;FVE;Vendace;100;Live weight;600
2019;EL;Greece;Crustaceans;Crab;CRA;Marine crabs nei;95000;Live weight;88635
2019;PL;Poland;Salmonids;Salmon;HUC;Huchen;20;Live weight;95
2019;EL;Greece;Freshwater fish;Eel;ELE;European eel;385400;Live weight;2634633
2019;PL;Poland;Salmonids;Other salmonids;PLN;European whitefish;4590;Live weight;29863
2019;EL;Greece;Crustaceans;Shrimp, warmwater;KUP;Kuruma prawn;3700;Live weight;51130
2019;PL;Poland;Salmonids;Salmon;SAL;Atlantic salmon;503000;Live weight;3277178
2019;EL;Greece;Other marine fish;Other marine fish;MGR;Meagre;2392300;Live weight;13147124
2019;PL;Poland;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;101340;Live weight;487175
2019;EL;Greece;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;MOL;Marine molluscs nei;99500;Live weight;325564
2019;PL;Poland;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;664400;Live weight;3466085
2019;EL;Greece;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;23497500;Live weight;9131129
2019;PL;Poland;Freshwater fish;Carp;SVC;Silver carp;149490;Live weight;160009
2019;EL;Greece;Other marine fish;Other marine fish;MUF;Flathead grey mullet;250900;Live weight;561414
2019;PL;Poland;Salmonids;Trout;SVF;Brook trout;573170;Live weight;1852506
2019;EL;Greece;Other marine fish;Other marine fish;MZZ;Marine fishes nei;131900;Live weight;265779
2019;PL;Poland;Salmonids;Trout;TRO;Trouts nei;9570;Live weight;59147
2019;EL;Greece;Other marine fish;Seabream, other;RPG;Red porgy;2938800;Live weight;19546840
2019;PL;Poland;Salmonids;Trout;TRR;Rainbow trout;15395380;Live weight;45961170
2019;EL;Greece;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;55500100;Live weight;253108206
2019;PL;Poland;Salmonids;Trout;TRS;Sea trout;280;Live weight;1331
2019;EL;Greece;Other marine fish;Seabream, other;SHR;Sharpsnout seabream;34300;Live weight;382088
2019;SE;Sweden;Salmonids;Other salmonids;ACH;Arctic char;1130000;Live weight;5549353
2019;EL;Greece;Flatfish;Sole, common;SOL;Common sole;2800;Live weight;13277
2019;SE;Sweden;Crustaceans;Freshwater crayfish;AYS;Euro-American crayfishes nei;300;Live weight;8216
2019;EL;Greece;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;12700;Live weight;41887
2019;SE;Sweden;Freshwater fish;Eel;ELE;European eel;98000;Live weight;583052
2019;EL;Greece;Other marine fish;Seabream, other;SWA;White seabream;1900;Live weight;3653
2019;SE;Sweden;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;65000;Live weight;337627
2019;EL;Greece;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;142300;Live weight;1366436
2019;SE;Sweden;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;1900000;Live weight;1076627
2019;EL;Greece;Salmonids;Trout;TRR;Rainbow trout;1897900;Live weight;6332533
2019;SE;Sweden;Salmonids;Trout;TRR;Rainbow trout;8304000;Live weight;27272573
2019;ES;Spain;Freshwater fish;Other freshwater fish;AAA;Adriatic sturgeon;43838;Live weight;341052
2019;SI;Slovenia;Other marine fish;Seabass, European;BSS;European seabass;80000;Live weight;399991
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Abalone;ABJ;Japanese abalone;1762;Live weight;56489
2019;SI;Slovenia;Freshwater fish;Carp;FCP;Common carp;112800;Live weight;254928
2019;ES;Spain;Other marine fish;Other marine fish;AMB;Greater amberjack;17970;Live weight;194250
2019;SI;Slovenia;Freshwater fish;Other freshwater fish;FCY;Cyprinids nei;2900;Live weight;6554
2019;ES;Spain;Freshwater fish;Other freshwater fish;APB;Siberian sturgeon;91867;Live weight;722977
2019;SI;Slovenia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;114600;Live weight;297954
2019;ES;Spain;Freshwater fish;Other freshwater fish;APG;Danube sturgeon(=Osetr);832;Live weight;5990
2019;SI;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;798300;Live weight;566793
2019;ES;Spain;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;7717270;Live weight;124313654
2019;SI;Slovenia;Salmonids;Other salmonids;SLZ;Salmonids nei;5000;Live weight;74999
2019;ES;Spain;Other marine fish;Seabass, European;BSS;European seabass;25259980;Live weight;154641198
2019;SI;Slovenia;Salmonids;Trout;TRR;Rainbow trout;937100;Live weight;4076385
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;610890;Live weight;5380150
2019;SI;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Clam;VEV;Warty venus;36100;Live weight;415150
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;COC;Common edible cockle;436570;Live weight;2215533
2019;SK;Slovakia;Freshwater fish;Carp;BIC;Bighead carp;18000;Live weight;35279
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;CTG;Grooved carpet shell;49950;Live weight;1041650
2019;SK;Slovakia;Freshwater fish;Freshwater catfish;CLZ;North African catfish;922370;Live weight;1961014
2019;ES;Spain;Freshwater fish;Eel;ELE;European eel;351500;Live weight;3228158
2019;SK;Slovakia;Freshwater fish;Carp;FCG;Grass carp(=White amur);10000;Live weight;23999
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;EQE;Pod razor shell;4650;Live weight;169007
2019;SK;Slovakia;Freshwater fish;Carp;FCP;Common carp;702840;Live weight;1695419
2019;ES;Spain;Freshwater fish;Carp;FCP;Common carp;1205;Live weight;3205
2019;SK;Slovakia;Freshwater fish;Pike;FPI;Northern pike;3000;Live weight;18299
2019;ES;Spain;Freshwater fish;Other freshwater fish;FTE;Tench;7310;Live weight;32881
2019;SK;Slovakia;Freshwater fish;Pike-perch;FPP;Pike-perch;2000;Live weight;27360
2019;ES;Spain;Crustaceans;Shrimp, warmwater;GIT;Giant tiger prawn;1059;Live weight;20322
2019;SK;Slovakia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;70240;Live weight;213767
2019;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;GLS;Gracilaria seaweeds;128;Live weight;1145
2019;SK;Slovakia;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;950;Live weight;7524
2019;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;LQX;Sea belt;135;Live weight;1350
2019;SK;Slovakia;Freshwater fish;Carp;SVC;Silver carp;10000;Live weight;11000
2019;ES;Spain;Other marine fish;Other marine fish;MGR;Meagre;4534880;Live weight;21411604
2019;SK;Slovakia;Salmonids;Trout;SVF;Brook trout;5000;Live weight;52649
2019;ES;Spain;Other marine fish;Other marine fish;MGS; ;71000;Live weight;284675
2019;SK;Slovakia;Salmonids;Trout;TRR;Rainbow trout;993240;Live weight;3229734
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;228194930;Live weight;119658911
2019;SK;Slovakia;Salmonids;Trout;TRS;Sea trout;1000;Live weight;7330
2019;ES;Spain;Flatfish;Sole, other;OAL;Senegalese sole;945040;Live weight;10560420
2019;UK;United Kingdom;Salmonids;Other salmonids;ACH;Arctic char;10000;Live weight;62709
2019;ES;Spain;Cephalopods;Octopus;OCZ;Octopuses nei;815;Live weight;7115
2019;UK;United Kingdom;Freshwater fish;Carp;FCP;Common carp;14000;Live weight;233451
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;416230;Live weight;2171414
2019;UK;United Kingdom;Freshwater fish;Other freshwater fish;FCY;Cyprinids nei;30000;Live weight;530176
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;893690;Live weight;2843063
2019;UK;United Kingdom;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;195000;Live weight;3428359
2019;ES;Spain;Crustaceans;Shrimp, warmwater;PNV;Whiteleg shrimp;1500;Live weight;37499
2019;UK;United Kingdom;Flatfish;Halibut, Atlantic;HAL;Atlantic halibut;85000;Live weight;1192041
2019;ES;Spain;Crustaceans;Shrimp, miscellaneous;PVR;Atlantic ditch shrimp;175070;Live weight;884515
2019;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Mussel, other;MSX;Sea mussels nei;14300000;Live weight;18304383
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Scallop;QSC;Queen scallop;6296;Live weight;32109
2019;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;20000;Live weight;134046
2019;ES;Spain;Salmonids;Salmon;SAL;Atlantic salmon;11610;Live weight;79875
2019;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;2200000;Live weight;7842916
2019;ES;Spain;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;12475310;Live weight;63779118
2019;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Scallop;QSC;Queen scallop;1000;Live weight;3705
2019;ES;Spain;Other marine fish;Seabream, other;SBR;Blackspot(=red) seabream;132780;Live weight;540537
2019;UK;United Kingdom;Salmonids;Salmon;SAL;Atlantic salmon;190500000;Live weight;1222843002
2019;ES;Spain;Crustaceans;Crab;SCR;Spinous spider crab;2477;Live weight;63014
2019;UK;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Scallop;SCE;Great Atlantic scallop;4000;Live weight;69272
2019;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;SIZ;Spirulina nei;1299;Live weight;134117
2019;UK;United Kingdom;Salmonids;Other salmonids;SLZ;Salmonids nei;20000;Live weight;442138
2019;ES;Spain;Other marine fish;Seabass, other;SPU;Spotted seabass;1402;Live weight;3687
2019;UK;United Kingdom;Freshwater fish;Tilapia;TLN;Nile tilapia;1000;Live weight;4332
2019;ES;Spain;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;10000;Live weight;59799
2019;UK;United Kingdom;Salmonids;Trout;TRR;Rainbow trout;11900000;Live weight;50895568
2019;ES;Spain;Other marine fish;Seabream, other;SWA;White seabream;2816;Live weight;6054
2019;UK;United Kingdom;Salmonids;Trout;TRS;Sea trout;220000;Live weight;2233937
2019;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;SWG;Green seaweeds;870;Live weight;11588
2019;RO;Romania;Freshwater fish;Carp;BIC;Bighead carp;2869000;Live weight;4836786
2019;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;5784;Live weight;1854656
2019;RO;Romania;Freshwater fish;Freshwater catfish;CLZ;North African catfish;100000;Live weight;210735
2019;ES;Spain;Crustaceans;Shrimp, warmwater;TGS;Caramote prawn;70;Live weight;420
2019;RO;Romania;Freshwater fish;Other freshwater fish;FBM;Freshwater bream;178000;Live weight;112532
2019;ES;Spain;Freshwater fish;Tilapia;TLP;Tilapias nei;1915;Live weight;4557
2019;RO;Romania;Freshwater fish;Carp;FCC;Crucian carp;975000;Live weight;1643732
2019;ES;Spain;Salmonids;Trout;TRR;Rainbow trout;15914100;Live weight;52177878
2019;RO;Romania;Freshwater fish;Carp;FCG;Grass carp(=White amur);143000;Live weight;542431
2019;ES;Spain;Salmonids;Trout;TRS;Sea trout;6000;Live weight;62038
2019;RO;Romania;Freshwater fish;Carp;FCP;Common carp;4110000;Live weight;17322403
2019;ES;Spain;Flatfish;Turbot;TUR;Turbot;8011490;Live weight;61781040
2019;RO;Romania;Freshwater fish;Other freshwater fish;FPE;European perch;4000;Live weight;5901
2019;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;UNI;Dunaliella salina;219;Live weight;6695
2019;RO;Romania;Freshwater fish;Pike;FPI;Northern pike;21000;Live weight;61956
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Scallop;VSC;Variegated scallop;70;Live weight;500
2019;RO;Romania;Freshwater fish;Pike-perch;FPP;Pike-perch;65000;Live weight;219164
2019;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;VUC;Corrugated venus;157270;Live weight;2280037
2019;RO;Romania;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;53000;Live weight;89352
2019;FI;Finland;Other marine fish;Other marine fish;FIN;Finfishes nei;306200;Live weight;1782084
2019;RO;Romania;Freshwater fish;Other freshwater fish;PAM;Mississippi paddlefish;1000;Live weight;3372
2019;FI;Finland;Salmonids;Other salmonids;PLN;European whitefish;785900;Live weight;7536781
2019;RO;Romania;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;15000;Live weight;50576
2019;FI;Finland;Salmonids;Trout;TRR;Rainbow trout;14203700;Live weight;53050820
2019;RO;Romania;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;92000;Live weight;601016
2019;FR;France;Other marine fish;Seabass, European;BSS;European seabass;2460595;Live weight;20739523
2019;RO;Romania;Freshwater fish;Carp;SVC;Silver carp;1465000;Live weight;2161086
2019;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;632908;Live weight;4782966
2019;RO;Romania;Salmonids;Trout;TRR;Rainbow trout;2537000;Live weight;9623417
2019;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;CLX;Clams, etc. nei;135332;Live weight;1402132
2019;IT;Italy;Salmonids;Other salmonids;ACH;Arctic char;41500;Live weight;217050
2019;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;COC;Common edible cockle;1177440;Live weight;3527877
2019;IT;Italy;Other marine fish;Seabass, European;BSS;European seabass;4947550;Live weight;39928697
2019;FR;France;Freshwater fish;Carp;FCG;Grass carp(=White amur);48293;Live weight;269153
2019;IT;Italy;Salmonids;Other salmonids;CHR;Chars nei;1100;Live weight;11200
2019;FR;France;Freshwater fish;Carp;FCP;Common carp;1414641;Live weight;5445538
2019;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;25906700;Live weight;167521505
2019;FR;France;Freshwater fish;Other freshwater fish;FPE;European perch;60581;Live weight;279435
2019;IT;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;CTG;Grooved carpet shell;48500;Live weight;621950
2019;FR;France;Freshwater fish;Pike;FPI;Northern pike;263984;Live weight;1287619
2019;IT;Italy;Freshwater fish;Eel;ELE;European eel;464041;Live weight;6560849
2019;FR;France;Freshwater fish;Pike-perch;FPP;Pike-perch;86275;Live weight;440823
